content,score,label,dominant_topic,topic_probability,topic_keywords,lda_tokens
Aplikasihnya bagus cuma untuk buka rekening sahamnya susah amat harus bank bca atau bank artos (jago) gak bisa yang syariah,3,neutral,6,0.3766,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",aplikasihnya bagus buka_rekening sahamnya susah bank_bca bank artos jago_syariah
Oks Aplikasi mudah d'pahami... 🫰🏻,5,positive,0,0.6058,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",oke aplikasi mudah dpahami
"Sudah 10 bulan gabung di Stockbit sejak Januari 2024,,, rekomendasi untuk investor pemula.",5,positive,0,0.3035,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",gabung stockbit januari rekomendasi investor_pemula
mulai sering lag disaat jam market....hadeeh lag terooooooosssssss!!!!!!!!!! babi,1,negative,0,0.2978,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",lag disat_jam markethadeh lag teros babi
Ada saran iplikasi serupa tapi yg ga Maintenance nya pas jam bursa ga bray? Kesel kena MT mulu 😇 Setidaknya Maintenance pada jam tutup bursa itu lebih bijak.,1,negative,3,0.3509,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",saran iplikasi maintenance pas_jam_bursa bray kesel kena maintenance_mulu maintenance_jam tutup bursa bijak
chat support respon lelet.,3,neutral,5,0.4131,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",chat_suport respon lelet
semoga aman untuk kedepannya,5,positive,0,0.6116,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",semoga aman kedepanya
"bisa belajar saham gratis, akan lebih bagus jika ada referal program nya",2,negative,0,0.602,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",belajar_saham gratis bagus referal program
Sering mengalami gangguan,3,neutral,7,0.2827,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",mengalami ganguan
Suka banget aplikasi ini!,5,positive,0,0.6047,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",suka banget aplikasi
Tolong di perbaiki lagi masalah rdn nya kadang gak sesuai isi saldonya,5,positive,3,0.3149,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",tolong_perbaiki rdn kadang sesuai isi saldonya
Jelek sekali dan tidak rekomendasi bagi para trader karena sering error di waktu penting,1,negative,0,0.4185,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",jelek rekomendasi trader eror
"Ngak lagi lagi dah pake aplikasi ini, Dari pada nyesel. DEPO CEPET WITHDRAW LAMAAAAAAAAAAAA BANGETTTT",1,negative,5,0.2974,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",pakai aplikasi menyesal depo_cepat withdraw banget
"Error terus servernya, ga bisa cut loss",1,negative,7,0.4191,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",eror servernya cut_los
mantap sangat membantu,5,positive,0,0.5773,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mantap membantu
"Penarikan dana terlalu lama, selalu butuh 3 hari dlu baru bisa ditarik",2,negative,1,0.3559,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",penarikan_dana butuh ditarik
Chart tidak bisa di buka.,2,negative,1,0.3724,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",chart buka
Membuat orang berusaha untuk masadepannya,5,positive,5,0.3789,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",orang berusaha masadepanya
tidak dapat menemukan data diri ketika ingin merubah pin/password,2,negative,0,0.319,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",menemukan data merubah pinpasword
aplikasi ini cocok dengan saya,5,positive,0,0.56,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi cocok
Sarana ladang cuan di lapak bursa kaum mendang mending,5,positive,4,0.2415,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",sarana ladang cuan lapak bursa kaum mendang mending
Aplikasi investasi saham pilihanku rekomendasi polll...mantappp,5,positive,0,0.4107,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi investasi_saham pilihanku rekomendasi polmantap
Aplikasi terbaik yg pernah saya download,5,positive,5,0.4529,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",aplikasi terbaik download
Aplikasi mantap mantap,5,positive,0,0.5517,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi mantap mantap
mudah mudahan cuan,5,positive,0,0.3224,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mudah_mudahan cuan
"Tampilan chart sempit banget terganggu dengan logo stockbit, tolong di benahi",3,neutral,0,0.3105,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",tampilan chart sempit banget tergangu logo stockbit tolong benahi
membantu bagi pemula dalam trading,5,positive,1,0.3284,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",membantu_pemula trading
Hi Stockbit Terima kasih ya.,5,positive,5,0.3496,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",stockbit terima_kasih
Terlalu lama makan waktu 1 minggu buat penarikan dan jual saham......,1,negative,1,0.2582,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",makan minggu penarikan jual_saham
"tiga hari TDK bisa login, lapor jg nggak diresfons stockbit",2,negative,4,0.3115,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",login lapor diresfons stockbit
banyak trx yang reject,1,negative,0,0.2699,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",trx reject
"Aplikasi yang sangat bagus, recommended banget pokoknya... Informasinya lengkap banget..",5,positive,0,0.414,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi bagus recomended banget pokoknya informasinya_lengkap banget
Saham luar negeri tidak ada ya,5,positive,8,0.3841,"ganguan, lemot, bintang, top, cocok_pemula, lancar, tidak bisa, cari, ngelag, pelayanan",saham_negeri
"Saran saya kalo mau maintenance itu jangan pas jam bursa donk kalo kayak gini rugi dong waktunya jual saham yg dari kemaren malah maintenance, duh sebel banget 😡😡😡",1,negative,3,0.2848,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",saran maintenance pas_jam_bursa donk rugi jual_saham kemaren maintenance duh sebel banget
Tiap hari maintenance tapi error sering. Kerjaannya team stockbit apaan sih? Loss ini yg tnggung jwb siapa?,1,negative,3,0.2683,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",maintenance eror kerjanya team stockbit apan sih los tngung
Terima kasih untuk tim stockbit. Semoga kedepannya bisa tambah lagi fitur stock activity by broker dengan time frame beberapa bulan kebelakang dan ditambahkan order cepat agar memesan saham dapat sekali klik saja.,5,positive,0,0.3182,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",terima_kasih tim stockbit semoga_kedepanya fitur persediaan aktivitas broker frame kebelakang order cepat memesan saham klik
Kalo butuh uang di saat ini juga susah banget harus nunggu lamaaaaaa sampe 3h masa harus pinjem duit ke orang dolo???? Mao withdraw duit sendiri berasa susahhh bgt padahal duit tu udah depan mata🤣 kapokk,3,neutral,1,0.5115,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",butuh uang susah_banget nunggu pinjam duit orang dolo withdraw duit berasa susah_banget duit mata kapok
ingin mencoba untuk kesuksesan,5,positive,1,0.4057,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",mencoba kesuksesan
min update untuk tampilan portofolio nya dong biar keliatan lebih menarik.,5,positive,3,0.4302,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",min update tampilan portofolio biar menarik
Error saat jam Pasar. Selalu berulang error nya,1,negative,3,0.5332,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",eror jam pasar berulang eror
Tingkatkan trus kualitas dan realtime nya,5,positive,2,0.4645,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",tingkatkan_kualitas realtime
Asal jangan suka eror aja,5,positive,0,0.3807,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",suka eror
Sudah dahftar sudah sukses tapi pas log in tidak bisa. Macam apa ini aplikasi,1,negative,3,0.5286,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",dahftar sukses pas log aplikasi
Masih coba2 dlu.. Klo bonafit 5 bintang,4,positive,0,0.4306,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",coba bonafit bintang
Aplikasi yang kalau kita udah profit lumayan gede pasti langsung error,1,negative,3,0.4444,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",aplikasi profit lumayan langsung eror
Saran untuk update selanjutnya tambahkan fitur untuk mengubah rekening rdn kak kalau bisa.,5,positive,1,0.3271,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",saran update tambahkan_fitur mengubah rekening_rdn kak
"saldo gak bisa di tarik, dah 3 hari gagal terus.... uangnya mau saya pake buat kebutuhan kuliah.",1,negative,3,0.4808,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",saldo tarik gagal uangnya pakai kebutuhan kuliah
Kapan android ada update tradebook kaya di ios.. jangan pilih kasih dong,4,positive,3,0.2565,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",android update tradebok kaya ios pilih kasih
"Mantab gak kayak aplikasi yg ""Amazing"" dah 1 mingguan belum terverifikasi 1 akun, ini stockbit 1 hari selesai Alhamdulillah",5,positive,0,0.2846,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mantap aplikasi mengagumkan mingguan terverifikasi akun stockbit selesai alhamdulillah
Sebagai pemula di aplikasi ini mudah dipahami dan realtime,5,positive,2,0.4053,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",pemula aplikasi_mudah_dipahami realtime
Sekuritas pling smuaany,5,positive,0,0.5076,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",sekuritas pling smuany
"Cash on hand katanya 3 hari kerja ini udah 5 hari blom masuk2 juga , gagal jadi nya ikut ipo yg bisa untung 300% kecewa berat",1,negative,1,0.3001,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",cash_hand kerja masuk gagal ipo untung kecewa_berat
Apk nya masih ada bug nya min tolong di perbaiki,4,positive,3,0.3501,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",aplikasi bug min tolong_perbaiki
semoga jadi app yang membuatku bisa menabung dan merubah masa depanku nanti.,5,positive,7,0.3308,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",semoga membuatku menabung merubah depanku
"Mantap, tampilan oke. Ada fitur gtc. Sesuai selera",5,positive,0,0.5268,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mantap tampilan oke fitur gtc sesuai selera
"Loadingnya lambat banget, utk scalping tidak cocokkkkk",1,negative,5,0.3016,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",loadingnya lambat banget scalping cocok
Cukup...bagus dan baik..aplikasinya..sangat mudah digunakan. Terima kasih.👍,5,positive,0,0.3171,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",cukupbagus baikaplikasinyasangat mudah terima_kasih
"Lumayan bagus, tolong tambahkan fitur ts/sl. Trimaksih",4,positive,2,0.4308,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",lumayan bagus tolong_tambahkan fitur tsl trimaksih
"Sangat tidak membantu ,harus ini harus itu ke bank jago lagi Harus nya pendaftaran harusnya di persimple saja Kalau ngga mau kehilangan investor Jadi nya saya pindah invest ke yg lain saja lah",2,negative,0,0.4715,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",membantu bank_jago pendaftaran persimple nga kehilangan investor pindah invest
mengecewakan. tidak ada rekapitulasi progress trading. profit atau tidak. tidak ada laporan equity awal dan equity saat ini.,3,neutral,4,0.265,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",mengecewakan rekapitulasi progres trading profit laporan equity equity
Live supportnya sangat membantu. Dan responnya cepat...,5,positive,0,0.3839,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",live suportnya membantu responya cepat
Aplikasi bagus untuk pemula dan cocok untuk investor saham jangka panjang.,5,positive,0,0.3447,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi bagus pemula cocok_investor saham jangka
Tadi lagi coba daftar tapi otp gk masuk masuk ke hp saya. Provider im3,2,negative,1,0.2903,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",coba daftar otp masuk masuk handphone provider
Suka dengan fitur screenernya yang boleh free..,5,positive,2,0.4101,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",suka fitur screnernya fre
"Tampilan menarik. Namun stockbit bisa jual paksa saham milik investor, jika menggunakan trading limit yg telat jatuh tempo pelunasan, berbahaya juga ini, mending cari cara lain demi kenyamanan pengguna stocbit",1,negative,3,0.279,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",tampilan_menarik stockbit jual paksa saham milik investor trading limit telat jatuh tempo pelunasan berbahaya mending_cari kenyamanan pengguna stockbit
"Ini maintenance belum kelar2 jg dari tadi ampun dah, gw mw narik duit woy, asli mending pake ajaib dari pd stokbit",1,negative,1,0.3091,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",maintenance kelar ampun narik duit woy asli mending_pakai ajaib stokbit
"makin hari tambah keren stockbit, tool² tradingnya super lengkap...👍👍",5,positive,0,0.5429,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",keren stockbit tol tradingnya super lengkap
"Aplikasi bagus, dan aman, karena sudah terbukti diawasi oleh ojk, jadi bisa cari Dana lewat aplikasi ini.",5,positive,0,0.4576,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasi bagus aman terbukti diawasi ojk cari dana aplikasi
withdrawnya lama dan pencairan uang dari hasil jual saham juga lama... kecewa lah pokoknya sm ini aplikasi,1,negative,1,0.352,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",withdrawnya pencairan uang hasil_jual saham kecewa pokoknya aplikasi
Ni akun demo ngebug mulu sih yang seharusnya bisa TP gak isa yang harus nya CL gak isa mau beli juga gak isa 🗿🗿 hadeh... Stockbit tolong lah ya untung akun demo,3,neutral,4,0.3708,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",akun_demo ngebug mulu sih isa isa beli isa hadeh stockbit tolong untung akun_demo
"ngirim berkas aja masih ada yg salah suruh ngirim lagi, bikin ribet gk kaya sekuritas lain",2,negative,5,0.2878,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",mengirim berkas salah suruh mengirim bikin ribet kaya sekuritas
"Buka menu search, scroll ke bawah lgsg force close. Tolong perbaiki",3,neutral,3,0.4098,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",buka menu search scrol langsung force_close tolong_perbaiki
"Aplikasi nya mantap, cuma deposit dan penarikan tidak bisa cepat",5,positive,1,0.3716,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",aplikasi mantap deposit penarikan cepat
